"stock_code","description","gross_sales_value","units_sold"
"22572","ROCKING HORSE GREEN CHRISTMAS",1244.67,1380
"22442","GROW YOUR OWN FLOWERS SET OF 3",1241.3,296
"22074","6 RIBBONS SHIMMERING PINKS",1239.67,1402
"71038","WHITE HANGING BEADS CANDLE HOLDER",1239.5,238
"21175","GIN AND TONIC DIET METAL SIGN",1237.5,498
"23067","HANGING ENGRAVED METAL HEART",1236.66,294
"22603","CHRISTMAS RETROSPOT TREE WOOD",1235.38,1387
"22338","STAR DECORATION PAINTED ZINC",1233.91,4679
"21262","WHITE GOOSE FEATHER CHRISTMAS TREE",1233.21,332
"72817","SET OF 2 CHRISTMAS DECOUPAGE CANDLE",1232.27,1212
"23138","SINGLE WIRE HOOK IVORY HEART",1231.51,879
"22613","PACK OF 20 SPACEBOY NAPKINS",1222.61,1538
"22919","HERB MARKER MINT",1221.86,1753
"23142","IVORY WIRE KITCHEN ORGANISER",1220.82,121
"22315","200 RED + WHITE BENDY STRAWS",1218.93,916
"82578","KITCHEN METAL SIGN",1217.85,2058
"82599","FANNY'S REST STOPMETAL SIGN",1217.73,508
"22575","METAL MERRY CHRISTMAS WREATH",1216.22,636
"23598","PAPER BUNTING VINTAGE PARTY",1215.53,427
"22589","CARDHOLDER GINGHAM STAR",1212.82,379
"21846","PINK DIAMANTE PEN IN GIFT BOX",1206.97,424
"72800E","4 IVORY DINNER CANDLES SILVER FLOCK",1205.64,538
"22168","ORGANISER WOOD ANTIQUE WHITE",1205.3,143
"22711","WRAP CIRCUS PARADE",1202.84,2902
"84884A","ANT WHITE WIRE HEART SPIRAL",1201.91,301
"23444","Next Day Carriage",1200,79
"22929","SCHOOL DESK AND CHAIR",1199.75,19
"23026","DRAWER KNOB VINTAGE GLASS STAR",1198.96,556
"21986","PACK OF 12 PINK POLKADOT TISSUES",1197.73,4067
"23071","MARIE ANTOINETTE TRINKET BOX GOLD",1192.6,314
"21899","KEY FOB , GARAGE DESIGN",1192.16,1902
"22755","SMALL PURPLE BABUSHKA NOTEBOOK",1187.96,1687
"22453","MEASURING TAPE BABUSHKA BLUE",1185.79,442
"21070","VINTAGE BILLBOARD MUG",1184.98,1106
"22921","HERB MARKER CHIVES",1180.87,1716
"23539","WALL ART LOVES' SECRET",1180.35,239
"22597","MUSICAL ZINC HEART DECORATION",1179.59,2763
"22081","RIBBON REEL FLORA + FAUNA",1176.5,644
"23225","CHERUB HEART DECORATION SILVER",1176.17,1355
"85039B","S/4 IVORY MINI ROSE CANDLE IN BOWL",1174.63,806
"23431","NATURAL HANGING QUILTED HEARTS",1171.23,1449
"22757","LARGE RED BABUSHKA NOTEBOOK",1167.74,1096
"21742","LARGE ROUND WICKER PLATTER",1167.58,194
"20984","12 PENCILS TALL TUBE POSY",1166.07,3785
"23418","LAVENDER TOILETTE BOTTLE",1166,557
"84313C","ORANGE TV TRAY TABLE",1165.91,504
"23515","EMBROIDERED RIBBON REEL DAISY",1164.98,579
"23508","MINI PLAYING CARDS DOLLY GIRL",1163.45,2627
"21628","TRIANGULAR POUFFE VINTAGE",1161.65,63
"22334","DINOSAUR PARTY BAG + STICKER SET",1160.71,707
"21065","BOOM BOX SPEAKER GIRLS",1160.58,562
"22708","WRAP DOLLY GIRL",1160,2800
"20801","LARGE PINK GLASS SUNDAE DISH",1157.8,1013
"22680","FRENCH BLUE METAL DOOR SIGN 5",1157.79,842
"23566","EGG CUP MILKMAID HEIDI",1156.93,881
"85132B","CHARLIE AND LOLA TABLE TINS",1156.17,529
"23507","MINI PLAYING CARDS BUFFALO BILL",1155.67,2882
"22924","FRIDGE MAGNETS LA VIE EN ROSE",1154.6,1295
"21773","DECORATIVE ROSE BATHROOM BOTTLE",1154.17,1170
"23269","SET OF 2 CERAMIC CHRISTMAS TREES",1152.98,779
"21774","DECORATIVE CATS BATHROOM BOTTLE",1152.4,1095
"22678","FRENCH BLUE METAL DOOR SIGN 3",1151.56,843
"22320","BIRDS MOBILE VINTAGE DESIGN",1147.27,189
"20956","PORCELAIN T-LIGHT HOLDERS ASSORTED",1146.52,822
"22325","MOBILE VINTAGE HEARTS",1146.35,249
"85106","CUT GLASS HEXAGON T-LIGHT HOLDER",1142.31,649
"22497","SET OF 2 TINS VINTAGE BATHROOM",1140.9,224
"21043","APRON MODERN VINTAGE COTTON",1139.86,492
"21947","SET OF 6 HEART CHOPSTICKS",1139.65,811
"21395","BLUE POLKADOT BEAKER",1139.06,2838
"22581","WOOD STOCKING CHRISTMAS SCANDISPOT",1137.28,1569
"22416","SET OF 36 DOILIES SPACEBOY DESIGN",1135.4,817
"22446","PIN CUSHION BABUSHKA PINK",1135.18,439
"22094","RED RETROSPOT TISSUE BOX",1135,2166
"85159B","WHITE TEA,COFFEE,SUGAR JARS",1134.5,622
"22155","STAR DECORATION RUSTIC",1133.61,2452
"22376","AIRLINE BAG VINTAGE JET SET WHITE",1133.2,252
"84912B","GREEN ROSE WASHBAG",1132.85,323
"22923","FRIDGE MAGNETS LES ENFANTS ASSORTED",1130.77,1360
"85087","CANDY SPOT CUSHION COVER",1129.99,339
"47585A","PINK FAIRY CAKE CUSHION COVER",1129.44,264
"22539","MINI JIGSAW DOLLY GIRL",1129.32,2918
"23506","MINI PLAYING CARDS SPACEBOY",1129.12,2723
"22211","WOOD STAMP SET FLOWERS",1122.39,1008
"84944","SET OF 6 KASHMIR FOLKART BAUBLES",1120.26,710
"22815","CARD PSYCHEDELIC APPLES",1118.84,2628
"23510","MINI PLAYING CARDS GYMKHANA",1118.8,2521
"23411","TRELLIS COAT RACK",1118.61,227
"21809","CHRISTMAS HANGING TREE WITH BELL",1117.92,1964
"21466","RED FLOWER CROCHET FOOD COVER",1116.89,304
"47580","TEA TIME DES TEA COSY",1116.72,388
"22817","CARD SUKI BIRTHDAY",1114.81,2639
"22608","PENS ASSORTED FUNKY JEWELED",1114.64,5211
"23513","EMBROIDERED RIBBON REEL SUSIE",1114.26,566
"21984","PACK OF 12 PINK PAISLEY TISSUES",1112.6,3458
"22342","HOME GARLAND PAINTED ZINC",1111.58,997
"22060","LARGE CAKE STAND HANGING HEARTS",1111.05,231
"22758","LARGE PURPLE BABUSHKA NOTEBOOK",1110.25,1195
"22153","ANGEL DECORATION STARS ON DRESS",1109.05,2593
"23433","HANGING QUILTED PATCHWORK APPLES",1108.58,1258
"21693","SMALL HAMMERED SILVER CANDLEPOT",1107.91,361
"21830","ASSORTED CREEPY CRAWLIES",1107.07,2621
"85116","BLACK CANDELABRA T-LIGHT HOLDER",1106.88,941
"22444","GROW YOUR OWN PLANT IN A CAN",1106.62,838
"85127","SMALL SQUARE CUT GLASS CANDLESTICK",1106.54,187
"85114A","BLACK ENCHANTED FOREST PLACEMAT",1105.21,649
"22819","BIRTHDAY CARD, RETRO SPOT",1104.81,2608
"22221","CAKE STAND LOVEBIRD 2 TIER PINK",1104.54,131
"21824","PAINTED METAL STAR WITH HOLLY BELLS",1102.42,1916
"21688","SILVER PLATE CANDLE BOWL SMALL",1101.28,348
"23375","50'S CHRISTMAS PAPER GIFT BAG",1100.69,1342
"22984","CARD GINGHAM ROSE",1096.09,2693
"22997","TRAVEL CARD WALLET UNION JACK",1094.93,2545
"22309","TEA COSY RED  STRIPE",1091.05,369
"23087","ZINC  HEART T-LIGHT HOLDER",1090.66,868
"21818","GLITTER HEART DECORATION",1088.59,2469
"23432","PRETTY HANGING QUILTED HEARTS",1088.36,1276
"15056bl","EDWARDIAN PARASOL BLACK",1086.88,87
"21469","POLKA DOT RAFFIA FOOD COVER",1085.32,290
"21991","BOHEMIAN COLLAGE STATIONERY SET",1080.82,635
"21224","SET/4 SKULL BADGES",1080,914
"84459B","YELLOW METAL CHICKEN HEART",1079.67,721
"23347","I LOVE LONDON BEAKER",1077.3,860
"22611","VINTAGE UNION JACK SHOPPING BAG",1077.03,225
"23102","SILVER HEARTS TABLE DECORATION",1075.03,1274
"23041","PAPER LANTERN 9 POINT SNOW STAR",1070.58,246
"22245","HOOK, 1 HANGER ,MAGIC GARDEN",1070,1262
"51014L","FEATHER PEN,LIGHT PINK",1069.14,2059
"22123","PING MICROWAVE APRON",1068.38,508
"82001S","SILVER RECORD COVER FRAME",1067.76,287
"85036C","ROSE 1 WICK MORRIS BOXED CANDLE",1066.86,742
"35648","VINTAGE BEAD PINK PURSE",1066.66,979
"21819","GLITTER CHRISTMAS STAR",1066.65,2470
"23331","DECORATIVE WICKER HEART SMALL",1062.28,1596
"21288","STRIPEY CHOCOLATE NESTING BOXES",1061.41,355
"20931","BLUE POT PLANT CANDLE",1060.9,299
"23033","DRAWER KNOB CERAMIC RED",1058.9,714
"22995","TRAVEL CARD WALLET SUKI",1058.64,2381
"23516","EMBROIDERED RIBBON REEL SOPHIE",1058.6,296
"84459A","PINK METAL CHICKEN HEART",1058.18,716
"22190","LOCAL CAFE MUG",1057.71,676
"23529","DOLLY GIRL WALL ART",1055.94,318
"21391","FRENCH LAVENDER SCENT HEART",1055.59,1069
"21464","DISCO BALL ROTATOR BATTERY OPERATED",1055.25,249
"21949","SET OF 6 STRAWBERRY CHOPSTICKS",1054.44,801
"85035B","CHOCOLATE 3 WICK MORRIS BOX CANDLE",1054.1,619
"23402","HOME SWEET HOME 3 PEG HANGER",1053.53,271
"16016","LARGE CHINESE STYLE SCISSOR",1053.45,1273
"22152","PLACE SETTING WHITE STAR",1053.08,2407
"23327","HANGING CLEAR MINI BOTTLE",1051.14,1734
"16237","SLEEPING CAT ERASERS",1047.93,4991
"22066","LOVE HEART TRINKET POT",1044.81,2239
"23419","HOME SWEET HOME BOTTLE",1043.72,473
"23542","70'S ALPHABET WALL ART",1043.1,150
"22163","HEART STRING MEMO HOLDER HANGING",1042.78,875
"85180A","RED HEARTS LIGHT CHAIN",1042.66,503
"21508","VINTAGE KID DOLLY CARD",1041.94,2478
"23231","WRAP  VINTAGE DOILY",1039.08,2474
"22808","SET OF 6 T-LIGHTS EASTER CHICKS",1038.87,345
"79302M","ART LIGHTS,FUNK MONKEY",1037.54,370
"21821","GLITTER STAR GARLAND WITH BELLS",1037.05,251
"22438","BALLOON ART MAKE YOUR OWN FLOWERS",1034.9,1009
"23088","ZINC HEART FLOWER T-LIGHT HOLDER",1033.28,795
"22402","MAGNETS PACK OF 4 VINTAGE COLLAGE",1033.16,1719
"22091","EMPIRE TISSUE BOX",1030.1,1983
"21788","KIDS RAIN MAC BLUE",1029.24,1293
"21679","SKULLS  STICKERS",1028.58,1140
"20967","GREY FLORAL FELTCRAFT SHOULDER BAG",1027.94,265
"22231","JIGSAW TREE WITH BIRDHOUSE",1027.72,998
"22614","PACK OF 12 SPACEBOY TISSUES",1024.22,3032
"22024","RAINY LADIES BIRTHDAY CARD",1023.73,2406
"22679","FRENCH BLUE METAL DOOR SIGN 4",1023.03,740
"15044C","PURPLE PAPER PARASOL",1022.99,313
"20966","SANDWICH BATH SPONGE",1022.8,719
"21188","3D HEARTS  HONEYCOMB PAPER GARLAND",1021.9,326
"23452","HEART MINI PORTRAIT FRAME",1021.76,518
"23153","ZINC SWEETHEART WIRE LETTER RACK",1020.69,263
"22459","CAST IRON HOOK GARDEN TROWEL",1018.19,386
"22860","EASTER TIN CHICKS PINK DAISY",1017.77,589
"22673","FRENCH GARDEN SIGN BLUE METAL",1016.08,791
"21803","CHRISTMAS TREE STAR DECORATION",1016.02,2353
"23544","WALL ART MID CENTURY MODERN",1015.78,164
"23525","WALL ART BUFFALO BILL",1011.1,334
"85039A","SET/4 RED MINI ROSE CANDLE IN BOWL",1010.62,704
"21617","4 LILY  BOTANICAL DINNER CANDLES",1009.26,525
"21354","TOAST ITS - BEST MUM",1007.71,799
"23460","SWEETHEART WALL TIDY",1007.08,108
"21198","WHITE HEART CONFETTI IN TUBE",1006.82,1028
"72816","SET/3 CHRISTMAS DECOUPAGE CANDLES",1005.32,892
"21467","CHERRY CROCHET FOOD COVER",1004.39,264
"22279","POCKET BAG BLUE PAISLEY RED SPOT",1003.4,831
"22098","BOUDOIR SQUARE TISSUE BOX",1001.55,1992
"22695","WICKER WREATH SMALL",1001.49,741
"23121","PACK OF 6 COCKTAIL PARASOL STRAWS",1000.44,2501
"23533","WALL ART GARDEN HAVEN",998.64,215
"23517","EMBROIDERED RIBBON REEL REBECCA",996.38,334
"23131","MISELTOE HEART WREATH CREAM",996,240
"22242","5 HOOK HANGER MAGIC TOADSTOOL",994.38,640
"10125","MINI FUNKY DESIGN TAPES",993.99,1295
"22069","BROWN  PIRATE TREASURE CHEST",993.5,414
"21355","TOAST ITS - I LOVE YOU",992.58,789
"85232D","SET/3 DECOUPAGE STACKING TINS",992.52,193
"84558A","3D DOG PICTURE PLAYING CARDS",987.41,333
"20886","BOX OF 9 PEBBLE CANDLES",986.23,485
"23281","FOLDING BUTTERFLY MIRROR RED",985.88,1262
"35651","VINTAGE BEAD PINK SCARF",985.84,451
"20802","SMALL GLASS SUNDAE DISH CLEAR",984.47,739
"21648","ASSORTED TUTTI FRUTTI SMALL PURSE",982.79,729
"23518","EMBROIDERED RIBBON REEL RACHEL",980.41,361
"35471D","SET OF 3 BIRD LIGHT PINK FEATHER",979.11,1848
"21948","SET OF 6 CAKE CHOPSTICKS",978.23,640
"23514","EMBROIDERED RIBBON REEL SALLY",977.39,478
"85064","CREAM SWEETHEART LETTER RACK",976.25,215
"23512","EMBROIDERED RIBBON REEL ROSIE",975.24,500
"22681","FRENCH BLUE METAL DOOR SIGN 6",973.15,710
"21112","SWISS ROLL TOWEL, PINK  SPOTS",971.44,653
"84843","WHITE SOAP RACK WITH 2 BOTTLES",969.8,172
"22307","GOLD MUG BONE CHINA TREE OF LIFE",969.64,770
"22599","CHRISTMAS MUSICAL ZINC STAR",967.76,1953
"23183","MOTHER'S KITCHEN SPOON REST",967.17,226
"22500","SET OF 2 TINS JARDIN DE PROVENCE",967.05,248
"22857","ASSORTED EASTER GIFT TAGS",965.86,1145
"21058","PARTY INVITES WOODLAND",965.66,1154
"47504H","ENGLISH ROSE SPIRIT LEVEL",964.38,978
"21389","IVORY HANGING DECORATION  BIRD",964.23,1113
"22209","WOOD STAMP SET HAPPY BIRTHDAY",964.22,945
"23107","WHITE HEARTS WIRE PLANT POT HOLDER",963.27,343
"22540","MINI JIGSAW CIRCUS PARADE",960.86,2519
"22210","WOOD STAMP SET BEST WISHES",958.04,1017
"20846","ZINC HEART LATTICE T-LIGHT HOLDER",957.32,716
"22994","TRAVEL CARD WALLET RETROSPOT",956.94,2194
"20733","GOLD MINI TAPE MEASURE",956.36,1234
"70007","HI TEC ALPINE HAND WARMER",956.36,841
"23529","WALL ART DOLLY GIRL",956.05,319
"23380","PACK OF 12 VINTAGE DOILY TISSUES",955.42,2272
"84913A","SOFT PINK ROSE TOWEL",952.83,273
"84819","DANISH ROSE ROUND SEWING BOX",951.79,811
"84509G","SET OF 4 FAIRY CAKE PLACEMATS",950.49,517
"22262","FELT EGG COSY CHICKEN",950.46,1023
"84596G","SMALL CHOCOLATES PINK BOWL",949.08,1855
"21683","MEDIUM MEDINA STAMPED METAL BOWL",948.7,310
"21717","EASTER TIN BUCKET",946.93,408
"15044B","BLUE PAPER PARASOL",946.83,321
"47593B","SCOTTIE DOGS BABY BIB",946.13,1987
"22939","ADULT APRON APPLE DELIGHT",945.88,184
"21507","ELEPHANT, BIRTHDAY CARD,",945.46,2210
"22986","WRAP GINGHAM ROSE",943.92,2276
"22270","HAPPY EASTER HANGING DECORATION",942.2,243
"22246","MAGIC GARDEN FELT GARLAND",939.37,419
"22132","RED LOVE HEART SHAPE CUP",939.03,1038
"35646","VINTAGE BEAD PINK EVENING BAG",937.25,619
"23178","JAM CLOCK MAGNET",936.89,327
"23540","WALL ART THE MAGIC FOREST",933.16,148
"21462","NURSERY A,B,C PAINTED LETTERS",932.4,198
"22893","MINI CAKE STAND T-LIGHT HOLDER",931.02,1872
"21682","LARGE MEDINA STAMPED METAL BOWL",930.96,182
"23179","CLOCK MAGNET MUM'S KITCHEN",930.48,324
"22281","EASTER TREE YELLOW BIRDS",929.44,131
"22046","TEA PARTY  WRAPPING PAPER",929,2250
"23099","FRENCH CARRIAGE LANTERN",925.35,137
"85103","SILVER T-LIGHT SETTING",924.29,143
"23527","ANIMALS AND NATURE WALL ART",923.97,267
"22701","PINK DOG BOWL",922.89,549
"20686","DOLLY MIXTURE CHILDREN'S UMBRELLA",922.67,267
"17091J","VANILLA INCENSE IN TIN",920.67,2084
"20752","BLUE POLKADOT WASHING UP GLOVES",920.45,407
"85114C","RED ENCHANTED FOREST PLACEMAT",920.22,516
"21802","CHRISTMAS TREE HEART DECORATION",919.14,2122
"72799E","IVORY PILLAR CANDLE SILVER FLOCK",916.99,451
"21786","POLKADOT RAIN HAT",916.99,1937
"23338","EGG FRYING PAN RED",915.4,431
"23002","TRAVEL CARD WALLET SKULLS",914.37,2119
"85034A","3 GARDENIA MORRIS BOXED CANDLES",911.4,498
"22103","MIRROR MOSAIC T-LIGHT HOLDER ROUND",908.24,1248
"37501","TEA TIME TEA SET IN GIFT BOX",906.83,133
"22519","CHILDS GARDEN BRUSH PINK",906.75,411
"84519A","TOMATO CHARLIE+LOLA COASTER SET",905.55,512
"23004","TRAVEL CARD WALLET PANTRY",903.16,2002
"85114B","IVORY ENCHANTED FOREST PLACEMAT",902.49,477
"21894","POTTING SHED SEED ENVELOPES",902.08,592
"23532","WALL ART WORK REST AND PLAY",901.58,210
"85131A","BEADED PEARL HEART WHITE ON STICK",901.48,996
"22106","MIRROR MOSAIC HURRICANE LAMP",898.38,349
"21465","PINK FLOWER CROCHET FOOD COVER",897.8,237
"22277","COSMETIC BAG VINTAGE ROSE PAISLEY",897.74,417
"22682","FRENCH BLUE METAL DOOR SIGN 7",896.75,677
"21631","HIPPY CHIC DECORATIVE PARASOL",896.01,169
"22936","BAKING MOULD ROSE WHITE CHOCOLATE",895.97,279
"22719","GUMBALL MONOCHROME COAT RACK",895.72,620
"21633","SUNFLOWER DECORATIVE PARASOL",895.46,125
"22761","CHEST 7 DRAWER MA CAMPAGNE",895.38,36
"22118","JOY WOODEN BLOCK LETTERS",895.26,230
"23472","NINE DRAWER OFFICE TIDY",894.42,58
"84823","DANISH ROSE FOLDING CHAIR",890.4,112
"22251","BIRDHOUSE DECORATION MAGIC GARDEN",889.49,712
"21189","WHITE HONEYCOMB PAPER GARLAND",888.67,355
"22814","CARD PARTY GAMES",888.47,2129
"21199","PINK  HEART CONFETTI IN TUBE",888.33,966
"84536B","FAIRY CAKES NOTEBOOK A7 SIZE",888.14,2102
"21743","STAR PORTABLE TABLE LIGHT",887.65,299
"21209","MULTICOLOUR HONEYCOMB FAN",886.24,1224
"23528","SPACEBOY WALL ART",885.9,306
"22524","CHILDRENS GARDEN GLOVES BLUE",883.2,642
"46776F","WOVEN ROSE GARDEN CUSHION COVER",883.12,210
"85176","SEWING SUSAN 21 NEEDLE SET",880.47,918
"23502","PLAYING CARDS VINTAGE DOILY",880.16,701
"22317","FIVE CATS HANGING DECORATION",879.67,286
"84030e","ENGLISH ROSE HOT WATER BOTTLE",877.76,108
"22308","TEA COSY BLUE STRIPE",877.38,250
"23423","PANTRY 3 HOOK ROLLING PIN HANGER",876.9,219
"22343","PARTY PIZZA DISH RED RETROSPOT",873.33,1974
"22565","FELTCRAFT HAIRBANDS PINK AND WHITE",872.67,933
"23479","WIRE EGG BASKET",872.38,113
"22683","FRENCH BLUE METAL DOOR SIGN 8",871.49,644
"21399","BLUE POLKADOT COFFEE MUG",869.61,2054
"23220","REINDEER HEART DECORATION GOLD",869.15,993
"85049H","URBAN BLACK RIBBONS",869.1,848
"21204","DAISIES  HONEYCOMB GARLAND",868.44,499
"23545","WRAP RED VINTAGE DOILY",866,2100
"21708","FOLDING UMBRELLA CREAM POLKADOT",863.11,190
"22321","BIRD DECORATION RED RETROSPOT",860.93,893
"84849D","HOT BATHS SOAP HOLDER",859,494
"21880","RED RETROSPOT TAPE",858.78,1903
"21695","SMALL SILVER FLOWER CANDLE POT",857.68,284
"22068","BLACK PIRATE TREASURE CHEST",856.39,526
"85135C","RED DRAGONFLY HELICOPTER",856.38,106
"21823","PAINTED METAL HEART WITH HOLLY BELL",854.35,1372
"23525","BUFFALO BILL WALL ART",852.72,248
"85183A","CHARLIE & LOLA WASTEPAPER BIN BLUE",852.04,667
"84535B","FAIRY CAKES NOTEBOOK A6 SIZE",850.2,1332
"84006","MAGIC TREE -PAPER FLOWERS",848.7,918
"22706","WRAP COWBOYS",847.94,2057
"22105","MIRROR MOSAIC GOBLET CANDLE HOLDER",847.82,574
"21359","RELAX LARGE WOOD LETTERS",844.28,129
"22537","MAGIC DRAWING SLATE DINOSAUR",844,1929
"23564","EGG CUP MILKMAID INGRID",841.31,644
"22162","HEART GARLAND RUSTIC PADDED",841.24,264
"20839","FRENCH PAISLEY CUSHION COVER",840.44,575
"21694","SMALL REGAL  SILVER CANDLEPOT",840.33,307
"37327","ASSTD MULTICOLOUR CIRCLES MUG",840.08,1578
"15034","PAPER POCKET TRAVELING FAN",840.02,6591
"23551","PACK OF 12 PAISLEY PARK TISSUES",839.84,1840
"22276","WASH BAG VINTAGE ROSE PAISLEY",838.86,290
"84997a","CHILDRENS CUTLERY POLKADOT GREEN",837.29,101
"22254","FELT TOADSTOOL LARGE",836.8,657
"23523","TREASURE AHOY WALL ART",833.46,270
"22102","MIRROR MOSAIC T-LIGHT HOLDER",831.84,1622
"22217","T-LIGHT HOLDER HANGING LACE",831.26,839
"21125","SET 6 FOOTBALL CELEBRATION CANDLES",830.98,657
"21642","ASSORTED TUTTI FRUTTI PEN",830.73,2471
"22587","FELTCRAFT HAIRBAND RED AND BLUE",830.52,918
"21804","WHITE CHRISTMAS GARLAND STARS TREES",830.03,225
"20986","BLUE CALCULATOR RULER",829.74,654
"22341","LOVE GARLAND PAINTED ZINC",827.63,453
"22862","LOVE HEART NAPKIN BOX",826.95,171
"23017","APOTHECARY MEASURING JAR",826.28,67
"21294","ETCHED GLASS COASTER",825.49,1618
"85194L","HANGING SPRING FLOWER EGG LARGE",822.89,947
"22093","MOTORING TISSUE BOX",822.13,1830
"72818","CHRISTMAS DECOUPAGE CANDLE",821.98,1845
"21905","MORE BUTTER METAL SIGN",821.61,760
"21291","SMALL POLKADOT CHOCOLATE GIFT BAG",819.64,943
"23186","FRENCH STYLE STORAGE JAR CAFE",819.46,1982
"85169A","IVORY LOVE BIRD CANDLE",813.02,812
"22249","DECORATION WHITE CHICK MAGIC GARDEN",812.86,928
"85049a","TRADITIONAL CHRISTMAS RIBBONS",812.84,244
"79191C","RETRO PLASTIC ELEPHANT TRAY",812.53,1105
"23022","SMALL BONNE JAM JAR  T-LIGHT HOLDER",808.16,422
"84509B","SET OF 4 FAIRY CAKE PLACEMATS",806.04,217
"21789","KIDS RAIN MAC PINK",803.65,925
"23409","PHOTO FRAME LINEN AND LACE LARGE",801.68,215
"22099","CARAVAN SQUARE TISSUE BOX",800.59,1440
"22546","MINI JIGSAW PURDEY",799.98,2103
"23524","HORSE & PONY WALL ART",797.31,256
"85170D","SET/6 PINK BIRD T-LIGHT CANDLES",796.99,451
"79160","HEART SHAPE WIRELESS DOORBELL",795.83,444
"23487","SWEET HEART CAKE CARRIER",795.58,80
"85173","SET/6 FROG PRINCE T-LIGHT CANDLES",795.02,479
"21162","TOXIC AREA  DOOR HANGER",792.98,1462
"23106","ZINC HEARTS PLANT POT HOLDER",792.47,283
"23519","EMBROIDERED RIBBON REEL CLAIRE",792.31,224
"22705","WRAP GREEN PEARS",790.86,1883
"23335","EGG FRYING PAN IVORY",790.78,377
"22566","FELTCRAFT HAIRBAND PINK AND PURPLE",789.78,873
"23568","EGG CUP HENRIETTA HEN CREAM",787.52,630
"22340","NOEL GARLAND PAINTED ZINC",787.21,1398
"21680","WOODLAND  STICKERS",786.31,868
"85163B","BLACK BAROQUE WALL CLOCK",783.68,84
"22518","CHILDS GARDEN BRUSH BLUE",783.54,363
"84660A","WHITE STITCHED WALL CLOCK",783.45,843
"85159A","BLACK TEA,COFFEE,SUGAR JARS",783.35,453
"85035A","GARDENIA 3 WICK MORRIS BOXED CANDLE",782.3,276
"21158","MOODY GIRL DOOR HANGER",781.87,1469
"22685","FRENCH BLUE METAL DOOR SIGN 0",780.8,594
"21504","SKULLS GREETING CARD",778.89,1891
"22228","BUNNY WOODEN PAINTED WITH BIRD",777.78,1000
"21983","PACK OF 12 BLUE PAISLEY TISSUES",777.67,2301
"85231B","CINAMMON SET OF 9 T-LIGHTS",777.58,868
"21272","SALLE DE BAIN HOOK",777.57,548
"85185B","PINK HORSE SOCK PUPPET",776.49,255
"85032A","ROMANTIC IMAGES GIFT WRAP SET",776.49,789
"22422","TOOTHPASTE TUBE PEN",776.1,1273
"84509a","SET OF 4 ENGLISH ROSE PLACEMATS",775.84,104
"22451","SILK PURSE BABUSHKA RED",775.8,222
"84279B","CHERRY BLOSSOM DECORATIVE FLASK",774.7,192
"22586","FELTCRAFT HAIRBAND PINK AND BLUE",774.55,856
"84519B","CARROT CHARLIE+LOLA COASTER SET",773.3,471
"21084","SET/6 COLLAGE PAPER CUPS",773.14,2610
"22522","CHILDS GARDEN FORK BLUE",772.59,930
"21927","BLUE/CREAM STRIPE CUSHION COVER",771.15,623
"22133","PINK LOVE HEART SHAPE CUP",770.73,816
"84609","TALL ROCOCO CANDLE HOLDER",770.59,93
"23115","RED APPLES CHOPPING BOARD",770.32,152
"21530","DAIRY MAID TOASTRACK",769.57,777
"22985","WRAP BILLBOARD FONTS DESIGN",769.02,1831
"21618","4 WILDFLOWER BOTANICAL CANDLES",768.37,404
"22986","GINGHAM ROSE WRAP",768.18,1829
"23140","TRIPLE WIRE HOOK IVORY HEART",766.1,182
"84997b","RED 3 PIECE RETROSPOT CUTLERY SET",765.55,91
"22786","CUSHION COVER PINK UNION JACK",764.63,123
"21707","FOLDING UMBRELLA BLACKBLUE POLKADOT",763.66,160
"23550","WRAP ALPHABET POSTER",763.1,1855
"23006","TRAVEL CARD WALLET FLOWER MEADOW",762.75,1758
"23458","DOLLY CABINET 3 DRAWERS",762.45,51
"22252","BIRDCAGE DECORATION TEALIGHT HOLDER",761.57,643
"22025","RING OF ROSES BIRTHDAY CARD",761.05,1835
"23025","DRAWER KNOB VINTAGE GLASS BALL",760.8,350
"85130B","BEADED CRYSTAL HEART GREEN LARGE",760.43,834
"85125","SMALL ROUND CUT GLASS CANDLESTICK",760.39,161
"23524","WALL ART HORSE & PONY",760.32,225
"17084R","ASSORTED INCENSE PACK",760.32,4032
"21287","SCENTED VELVET LOUNGE CANDLE",760.15,1790
"10002","INFLATABLE POLITICAL GLOBE",759.89,860
"23123","COCKTAIL SWORDS 50 PIECES",759.57,935
"22753","SMALL YELLOW BABUSHKA NOTEBOOK",758.13,1010
"22454","MEASURING TAPE BABUSHKA RED",757.02,266
"22480","RED TEA TOWEL CLASSIC DESIGN",755.96,630
"84913B","MINT GREEN ROSE TOWEL",754.07,196
"22336","DOVE DECORATION PAINTED ZINC",754.03,2381
"23124","18PC WOODEN CUTLERY SET DISPOSABLE",751.38,567
"21383","PACK OF 12 STICKY BUNNIES",751.28,991
"20748","KENSINGTON COFFEE SET",751.17,57
"22523","CHILDS GARDEN FORK PINK",750.81,864
"23223","CHRISTMAS TREE HANGING SILVER",750.19,801
"21126","SET OF 6 GIRLS CELEBRATION CANDLES",748.95,592
"22495","SET OF 2 ROUND TINS CAMEMBERT",748.82,282
"84763","ZINC FINISH 15CM PLANTER POTS",748.34,601
"22322","BIRD DECORATION GREEN POLKADOT",747.81,820
"22481","BLACK TEA TOWEL CLASSIC DESIGN",747.3,825
